1315.8	109.65
1773.4	147.7833333
1380.2	115.0166667
1235.1	102.925
1547.8	128.9833333
1342.6	111.8833333
983.1	81.925
1606	133.8333333
2105	175.4166667
1764.8	147.0666667
2228.3	185.6916667
1795.4	149.6166667
1486.9	123.9083333
1412.7	117.725
1390.5	115.875
1478.7	123.225
1683.1	140.2583333
1387.8	115.65
1517.5	126.4583333
1306.9	108.9083333
1091.4	90.95
1128.7	94.05833333
1139.9	94.99166667
1615.7	134.6416667
1245.2	103.7666667
1790	149.1666667
1646.3	137.1916667
1219.1	101.5916667
1263.4	105.2833333
1974	164.5
1864.1	155.3416667
1911	159.25
1889.7	157.475
1876.3	156.3583333
1557.7	129.8083333
1011.3	84.275
1217.1	101.425
1117	93.08333333
1461.5	121.7916667
1286.7	107.225
978.5	81.54166667
951.8	79.31666667
1074.2	89.51666667
1852.7	154.3916667
1571.6	130.9666667
1290	107.5
1347.4	112.2833333
1494.8	124.5666667
1156.2	96.35
1228.6	102.3833333
1325.4	110.45
1584.4	132.0333333
1361	113.4166667
1280.8	106.7333333
1103.6	91.96666667
1473.5	122.7916667
984.5	82.04166667
1342.1	111.8416667
1497.5	124.7916667
1284.6	107.05
1174.7	97.89166667
1263.7	105.3083333
1557.4	129.7833333
1419.3	118.275
1835.4	152.95
1871.3	155.9416667
1766.3	147.1916667
2004.3	167.025
1701.4	141.7833333
1488.9	124.075
1265.5	105.4583333
1531.9	127.6583333
1804.8	150.4
1758.5	146.5416667
1688.6	140.7166667
1673.1	139.425
1282.7	106.8916667
1522.4	126.8666667
1432.2	119.35
1333.7	111.1416667
1524.9	127.075
1772	147.6666667
1104.8	92.06666667
1068.6	89.05
1567.7	130.6416667
1150.4	95.86666667
2042.6	170.2166667
1752.3	146.025
1816.7	151.3916667
1538.5	128.2083333
1450.1	120.8416667
1427.9	118.9916667
1762.2	146.85
2546.7	212.225
1810	150.8333333
1778.1	148.175
1700.8	141.7333333
1699.7	141.6416667
1511	125.9166667
1532.5	127.7083333
1630.9	135.9083333
1676.7	139.725
1178.9	98.24166667
1238	103.1666667
2128.5	177.375
1609.5	134.125
1920.4	160.0333333
1761	146.75
1347	112.25
1196.6	99.71666667
1095.5	91.29166667
1264.4	105.3666667
1647.1	137.2583333
1488.2	124.0166667
1557.2	129.7666667
1516.1	126.3416667
1423.7	118.6416667
1648.9	137.4083333
1781.8	148.4833333
3035.6	252.9666667
2351.1	195.925
1790.5	149.2083333
1316.9	109.7416667
1645.7	137.1416667
1524.7	127.0583333
1474.2	122.85
2236.6	186.3833333
1779.6	148.3
1124	93.66666667
954	79.5
1912.8	159.4
1518.3	126.525
1907.6	158.9666667
1831.6	152.6333333
2026.4	168.8666667
1798	149.8333333
1425.9	118.825
1023.4	85.28333333
1116	93
1056.5	88.04166667
1712.9	142.7416667
1270.8	105.9
1180.9	98.40833333
1311.6	109.3
901.4	75.11666667
2385.6	198.8
2546.9	212.2416667
2062	171.8333333
1478.2	123.1833333
2302.7	191.8916667
1379.4	114.95
1720.4	143.3666667
1535.3	127.9416667
1530.9	127.575
1805.2	150.4333333
1636.9	136.4083333
1726.7	143.8916667
1045.1	87.09166667
1470	122.5
2011.8	167.65
1453.7	121.1416667
1498.6	124.8833333
1550.3	129.1916667
1576	131.3333333
1287.6	107.3
1232.3	102.6916667
1833.1	152.7583333
1418.8	118.2333333
1291	107.5833333
1246.8	103.9
1451.9	120.9916667
1330.4	110.8666667
1563	130.25
1571.4	130.95
1581.1	131.7583333
1620.6	135.05
1195.6	99.63333333
887.4	73.95
982	81.83333333
1299.5	108.2916667
2125.7	177.1416667
1494.3	124.525
1565.3	130.4416667
1698.4	141.5333333
933.1	77.75833333
1355.1	112.925
1309.5	109.125
1314.9	109.575
1651.8	137.65
1572.7	131.0583333
1149.1	95.75833333
971.1	80.925
