Orissa,Sambalpur,2005,39.1,7.1,13.2,0.6,32.6,258.5,629.4,243.2,131.6,153.7,3.6,50.4,1563,351.1,1211.9,
Orissa,Sambalpur,2006,0,0,65.6,12.3,84.3,124.8,381.6,714.5,154.4,28.4,5.5,0,1571.4,287,1284.4,
Orissa,Sambalpur,2007,0,66.5,2,10.5,24.1,263.7,345.8,395.6,431.5,31.4,10,0,1581.1,366.8,1214.3,
Orissa,Sambalpur,2008,30.2,14,4.6,15,6.6,344.4,397,446.8,345.3,16.7,0,0,1620.6,414.8,1205.8,
Orissa,Sambalpur,2009,0,0,0,0.9,51.1,53.3,545.9,327.3,120.6,78.4,17.8,0.3,1195.6,105.3,1090.3,
Orissa,Sambalpur,2010,2,3.2,0,0,27.1,143.6,261.4,194.1,150.2,60.3,16.7,28.8,887.4,175.9,711.5,
Orissa,Sonepur,2004,7.5,0,5.2,0,18,182.8,321.3,281.2,114.7,51.3,0,0,982,213.5,768.5,
Orissa,Sonepur,2005,82.7,5.7,8.3,0,47,66.3,585.8,206.7,160.3,130,0,6.7,1299.5,210,1089.5,
Orissa,Sonepur,2006,0,0,59.3,12,64,130.1,469.3,1224.3,141,18.7,7,0,2125.7,265.4,1860.3,
Orissa,Sonepur,2007,0,19.8,0,0.3,21.3,502.7,229.7,319,373.8,25.7,2,0,1494.3,544.1,950.2,
Orissa,Sonepur,2008,20,17,0,0,0,397.2,383.7,404.7,335.7,7,0,0,1565.3,434.2,1131.1,
Orissa,Sonepur,2009,0,0,0,0,7.7,90,1023.3,301.7,199,32.7,44,0,1698.4,97.7,1600.7,
Orissa,Sonepur,2010,0,0,0,4.3,49.1,148,268.7,220,155,34.7,28,25.3,933.1,201.4,731.7,
Orissa,Sundargarh,2004,2.9,4.4,11.7,46.4,38.1,117.9,366.4,566.8,133,67.5,0,0,1355.1,221.4,1133.7,
Orissa,Sundargarh,2005,25.1,6.2,13.3,6.7,21.1,315.7,351.3,245.5,169.6,117,0,38,1309.5,388.1,921.4,
Orissa,Sundargarh,2006,0,0,26.8,13,114.3,123.1,455.6,418.7,130.1,30.6,2.7,0,1314.9,277.2,1037.7,
Orissa,Sundargarh,2007,3.3,57.5,3.8,11.3,30.5,185,454,583.8,240,22.7,59.9,0,1651.8,291.4,1360.4,
Orissa,Sundargarh,2008,20.9,17.8,11.6,18.7,8.5,361.1,446.8,384.8,275.3,27.1,0.1,0,1572.7,438.6,1134.1,
Orissa,Sundargarh,2009,0,0,0.8,0.9,71,90.1,448.6,305.7,120.7,89.1,22.2,0,1149.1,162.8,986.3,
Orissa,Sundargarh,2010,1.2,2.2,0,6.3,36.1,139.6,265.7,276.4,133.8,56.9,10.2,42.7,971.1,185.4,785.7,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,, 
