1315.8	396.5	109.65
1773.4	685.5	147.7833333
1380.2	598.1	115.0166667
1235.1	402.3	102.925
1547.8	413.8	128.9833333
1342.6	645	111.8833333
983.1	221.9	81.925
1606	361.7	133.8333333
2105	535.5	175.4166667
1764.8	499.4	147.0666667
2228.3	582.3	185.6916667
1795.4	657.2	149.6166667
1486.9	387.5	123.9083333
1412.7	302.6	117.725
1390.5	501.8	115.875
1478.7	572.2	123.225
1683.1	786.8	140.2583333
1387.8	436.2	115.65
1517.5	419.5	126.4583333
1306.9	651.1	108.9083333
1091.4	271.2	90.95
1128.7	352.2	94.05833333
1139.9	423.1	94.99166667
1615.7	588.5	134.6416667
1245.2	355.9	103.7666667
1790	589.1	149.1666667
1646.3	943.7	137.1916667
1219.1	426.4	101.5916667
1263.4	276	105.2833333
1974	603	164.5
1864.1	683.3	155.3416667
1911	630.8	159.25
1889.7	479.6	157.475
1876.3	712.9	156.3583333
1557.7	327.1	129.8083333
1011.3	427.6	84.275
1217.1	370.7	101.425
1117	466.4	93.08333333
1461.5	435.9	121.7916667
1286.7	369.3	107.225
978.5	455	81.54166667
951.8	288.2	79.31666667
1074.2	320.2	89.51666667
1852.7	645.3	154.3916667
1571.6	609.1	130.9666667
1290	413.9	107.5
1347.4	329.9	112.2833333
1494.8	761.9	124.5666667
1156.2	257.9	96.35
1228.6	240.5	102.3833333
1325.4	483.9	110.45
1584.4	431.4	132.0333333
1361	321.2	113.4166667
1280.8	279.4	106.7333333
1103.6	348.9	91.96666667
1473.5	277.7	122.7916667
984.5	239.5	82.04166667
1342.1	378.3	111.8416667
1497.5	422.2	124.7916667
1284.6	352.2	107.05
1174.7	298.2	97.89166667
1263.7	476.9	105.3083333
1557.4	323.4	129.7833333
1419.3	488.3	118.275
1835.4	492.4	152.95
1871.3	794.3	155.9416667
1766.3	673.7	147.1916667
2004.3	492.4	167.025
1701.4	698.2	141.7833333
1488.9	398.6	124.075
1265.5	320.3	105.4583333
1531.9	439.2	127.6583333
1804.8	506.9	150.4
1758.5	556.4	146.5416667
1688.6	570	140.7166667
1673.1	557.9	139.425
1282.7	279.4	106.8916667
1522.4	679.1	126.8666667
1432.2	500.5	119.35
1333.7	466.1	111.1416667
1524.9	405	127.075
1772	493.8	147.6666667
1104.8	535.2	92.06666667
1068.6	311	89.05
1567.7	407.5	130.6416667
1150.4	407.2	95.86666667
2042.6	722.5	170.2166667
1752.3	638.2	146.025
1816.7	636.2	151.3916667
1538.5	881.1	128.2083333
1450.1	409.3	120.8416667
1427.9	368.4	118.9916667
1762.2	506.5	146.85
2546.7	1059	212.225
1810	507	150.8333333
1778.1	613.9	148.175
1700.8	878.9	141.7333333
1699.7	403.9	141.6416667
1511	543	125.9166667
1532.5	468.5	127.7083333
1630.9	508	135.9083333
1676.7	667.3	139.725
1178.9	384.3	98.24166667
1238	346.8	103.1666667
2128.5	631.6	177.375
1609.5	545.6	134.125
1920.4	454.9	160.0333333
1761	570.8	146.75
1347	461.2	112.25
1196.6	255.5	99.71666667
1095.5	315.1	91.29166667
1264.4	356.1	105.3666667
1647.1	559.2	137.2583333
1488.2	513.1	124.0166667
1557.2	354.7	129.7666667
1516.1	614.8	126.3416667
1423.7	327.3	118.6416667
1648.9	375.2	137.4083333
1781.8	451	148.4833333
3035.6	972.8	252.9666667
2351.1	847.3	195.925
1790.5	560.8	149.2083333
1316.9	491.8	109.7416667
1645.7	471.6	137.1416667
1524.7	444.7	127.0583333
1474.2	579.4	122.85
2236.6	816.6	186.3833333
1779.6	397.7	148.3
1124	441.2	93.66666667
954	409.6	79.5
1912.8	717	159.4
1518.3	453.9	126.525
1907.6	529.6	158.9666667
1831.6	547.9	152.6333333
2026.4	554.2	168.8666667
1798	652.3	149.8333333
1425.9	403.1	118.825
1023.4	257.9	85.28333333
1116	318.3	93
1056.5	316.5	88.04166667
1712.9	714.6	142.7416667
1270.8	423.2	105.9
1180.9	431.2	98.40833333
1311.6	746.8	109.3
901.4	307	75.11666667
2385.6	771.8	198.8
2546.9	780.3	212.2416667
2062	682.7	171.8333333
1478.2	583.8	123.1833333
2302.7	624.9	191.8916667
1379.4	501.3	114.95
1720.4	583.6	143.3666667
1535.3	456.4	127.9416667
1530.9	429.2	127.575
1805.2	463	150.4333333
1636.9	861.1	136.4083333
1726.7	353.5	143.8916667
1045.1	250.6	87.09166667
1470	401.4	122.5
2011.8	822.5	167.65
1453.7	429.4	121.1416667
1498.6	370	124.8833333
1550.3	639.4	129.1916667
1576	391.6	131.3333333
1287.6	316.6	107.3
1232.3	357.6	102.6916667
1833.1	533.3	152.7583333
1418.8	454.5	118.2333333
1291	381.7	107.5833333
1246.8	504.1	103.9
1451.9	392.3	120.9916667
1330.4	522.5	110.8666667
1563	629.4	130.25
1571.4	714.5	130.95
1581.1	431.5	131.7583333
1620.6	446.8	135.05
1195.6	545.9	99.63333333
887.4	261.4	73.95
982	321.3	81.83333333
1299.5	585.8	108.2916667
2125.7	1224.3	177.1416667
1494.3	502.7	124.525
1565.3	404.7	130.4416667
1698.4	1023.3	141.5333333
933.1	268.7	77.75833333
1355.1	566.8	112.925
1309.5	351.3	109.125
1314.9	455.6	109.575
1651.8	583.8	137.65
1572.7	446.8	131.0583333
1149.1	448.6	95.75833333
971.1	276.4	80.925
